"# 文本key","文本value"
"arg_str_call_8","<ArgStrCall>입담 강도 8 「말이 압도적이다」</>"
"arg_str_call_9","<ArgStrCall>입담 강도 9 「말싸움의 달인」</>"
"arg_ret_desc_1","당신에게 대한 호감도 <ArguNum>{0}</> 증가"
"arg_ret_desc_2","가격을 <ArguNum>{0}%</> 낮추도록 설득"
"arg_ret_desc_3","최대 기혈의 <ArguNum>{0}%</> 피해"
"arg_ret_desc_4","무력행위를 멈추게 한다."
"arg_ret_desc_5","외교 관계 <ArguNum>{0}</> 증가"
"arg_ret_desc_6_1","원한 해소·소"
"arg_ret_desc_6_2","원한 해소·중"
"arg_ret_desc_6_3","원한 해소·대"
"arg_ret_desc_7","문파 가입 초대"
"arg_ret_desc_8","세력 동맹"
"arg_ret_desc_player_fail","심경 <ArguNum>{0}</>"
"arg_ret_desc_player_fail_attitude","상대방의 당신에 대한 혐오도 <ArguNum>{0}</> 증가"
"huang_identity_up_desc","신분이 <{0}>로 승진하려면 다음이 필요합니다:\\n황조 명성: {1}\\n납부할 관은: {2}"
"need_renown_desc","{0} (현재: {1})"
"need_item_desc","{0} (보유: {1})"
"distribute_desc","지급 장비: {0}"
"hei_bang_page_desc","수배 명단"
"hei_bang_title_desc","수배범을 지하 감옥에 가두면 보상을 받을 수 있습니다."
"tong_ji_desc","{0}{1} | 악행치: {2} | 수배 등급: {3}"
"relation_panel_assassin_btn","{0}와의 관계 확인"
"publish_assassin_notice_message","{0}에게 암살 명령을 내릴까요?"
"publish_assassin_final_notice_message","{0}에게 필살 명령을 내릴까요?\\n필살 명령을 내리면 해당 문파를 몰살할 것입니다."
"publish_death_notice_message","{0}에게 사망 예고를 내릴까요?"
"assassin_final_notice_page","필살 명령"
"secret_story_tablet","대황 비문비"
"assassin_published","(발부됨)"
"assassin_received","(수령됨)"
"secret_story_content","알아볼 수 없는 글자가 적혀 있습니다…"
"assassin_ui_title_desc","인원 수 {0}"
"assassin_unkown_desc","？？？"
"assassin_exchange_item_page","도구"
"assassin_exchange_equip_page","장비"
"assassin_exchange_title_page","보유한 혈전: {0}"
"assassin_exchange_desc","{0} | 필요한 신분: {1} | {2}"
"assassin_notice_self","(내가 발부한)"
"assassin_notice_page","암살 명령"
"assassin_notice_desc","{0} | 현상금: {1}"
"assassin_unknown_desc","미지"
"assassin_publish_tips","발부자:"
"assassin_publish_page_0","사문"
"assassin_publish_page_1","절친"
"assassin_publish_page_2","마음이 맞는 사이"
"assassin_publish_page_3","원한"
"assassin_publish_page_4","가족"
"assassin_publish_page_5","휘하"
"assassin_publish_desc","{0} | 필요한 현상금: {1}"
"assassin_message_context","{0}({1})에 대한 암살 명령을 내릴까요?\\n소모: 구리 전 x{2}, 혈색 천 x1"
"collect_bonus_tips","현재 보유한 복옥:\\n<Img id=""item_img_93008"" width=""30"" height=""30""/> {0}\\n다음 보상까지 남은 시간:\\n{1}개 해금"
"collect_page_1","박물지"
"collect_page_2","강호보"
"collect_lable_11","백초"
"collect_lable_12","재료"
"collect_lable_13","미식"
"collect_lable_14","약단"
"collect_lable_15","기관"
"collect_lable_16","풍물"
"collect_lable_21","병기"
"collect_lable_22","장비"
"collect_lable_23","절학"
"collect_lable_24","내공"
"collect_lable_25","세력"
"collect_lable_26","명인"
"collect_lable_27","요결"
"collect_cate_111","양품"
"collect_cate_112","약인"
"collect_cate_113","기식"
"collect_cate_121","수목"
"collect_cate_122","금석"
"collect_cate_123","직품"
"collect_cate_124","포획"
"collect_cate_125","기충"
"collect_cate_131","절미"
"collect_cate_132","주품"
"collect_cate_133","요리"
"collect_cate_134","어획"
"collect_cate_141","양약"
"collect_cate_142","기약"
"collect_cate_151","장식"
"collect_cate_152","생활"
"collect_cate_153","기교"
"collect_cate_161","오도석"
"collect_cate_162","지형"
"collect_cate_163","화폐"
"collect_cate_211","범병졸철"
"collect_cate_212","개세신병"
"collect_cate_221","신외속품"
"collect_cate_222","전설의 물건"
"collect_cate_231","권법"
"collect_cate_232","장법"
"collect_cate_233","퇴법"
"collect_cate_234","병기"
"collect_cate_235","암기"
"collect_cate_241","순양"
"collect_cate_242","현음"
"collect_cate_243","혼원"
"collect_cate_244","독살"
"collect_cate_245","종합 내공"
"collect_cate_251","팔대 문파"
"collect_cate_252","피세밀종"
"collect_cate_253","강호 이외"
"collect_cate_254","암류 이하"
"collect_cate_261","무림 고수"
"collect_cate_262","강호 기인"
"collect_cate_263","세외 명류"
"collect_cate_271","범품 요결"
"collect_cate_272","양품 요결"
"collect_cate_273","극품 요결"
"collect_cate_274","화경 요결"
"collect_tips_2_1","출처:"
"collect_tips_2_2","소속 세력:"
"collect_tips_2_3","규모:"
"collect_tips_3_1","용도:"
"collect_tips_3_2","효과:"
"collect_tips_3_3","자세:"
"collect_tips_3_4","기혈:"
"collect_tips_3_5","진파 절학:"
"collect_tips_3_6","실력:"
"collect_tips_3_7","자원 생산:"
"collect_tips_3_8","분류:"
"collect_tips_4_1","소개:"
"collect_tips_4_2","효과:"
"collect_tips_5_1","가치:"
"collect_tips_5_2","속성:"
"collect_tips_6_1","품질:"
"collect_tips_7_1","소모:"
"collect_tips_moves_40000","{0} 장"
"collect_tips_moves_40001","{0} 권"
"collect_tips_moves_40002","{0} 퇴"
"collect_tips_moves_40003","{0} 병"
"collect_tips_moves_40004","{0} 암"
"collect_tips_moves_none","자세 불필요"
"collect_tips_acupoint_2","각"
"collect_tips_acupoint_3","방"
"collect_tips_acupoint_4","원"
"collect_tips_acupoint_none","혈위 불필요"
"collect_tips_etc","등"
"collect_tips_skill_prop_xuan_yin_zhenqi_lv","현음"
"collect_tips_skill_prop_chun_yang_zhenqi_lv","순양"
"collect_tips_skill_prop_sha_du_zhenqi_lv","독살"
"collect_tips_skill_prop_hun_yuan_zhenqi_lv","혼원"
"collect_tips_neigong_prop_136","현음"
"collect_tips_neigong_prop_137","순양"
"collect_tips_neigong_prop_138","독살"
"collect_tips_neigong_prop_139","혼원"
"collection_func_1","제작{0}"
"collection_func_2","요리{0}"
"collection_func_3","제작{0}"
"collection_item_desc_80000","강호에서 유통되는 화폐, 거래를 통해 획득"
"collection_item_desc_80041","대내금위에서 유통되는 화폐, 수배 명단에 있는 자를 체포하여 획득"
"collection_item_desc_80042","팔면흑조에서 유통되는 화폐, 암살 완료 시 획득"
"collection_item_desc_80001","나무 벌목으로 획득"
"collection_item_desc_80003","광산 채굴로 획득"
"collection_item_desc_80006","채집으로 획득"
"collection_item_desc_80025","제작으로 획득"
"collection_item_desc_80027","뱀 사냥으로 획득"
"collection_item_desc_80034","매 사냥으로 획득"
"collection_item_desc_80035","사냥으로 획득"
"collection_item_desc_80016","포획으로 획득"
"collection_item_desc_91042","낚시로 획득"
"collection_item_desc_91050","대내금위 세력에 가입하여 구매"
"collection_item_desc_91053","팔면흑조 세력에 가입하여 구매"
"collection_item_desc_91081","취선방 세력에 가입하여 장로에게 구매하십시오."
"collection_item_desc_91082","통신회 세력에 가입하여 장로에게 구매하십시오."
"collection_item_desc_93009","전투에서 획득"
"collection_item_desc_93010","대응 기술 능력 향상 및 일상 행위로 획득"
"collection_item_desc_93011","현명교 제자가 되어 장로에게서 레시피를 받아 제작"
"collection_item_desc_93012","현명교 제자가 되면 장로에게서 레시피를 교환할 수 있음"
"collection_item_desc_93013","취선방 제자가 되어 장로에게서 레시피를 받아 양조"
"collection_item_desc_93014","좋은 술을 만들지 못하고 실패한 결과물"
"collection_item_desc_93015","오룡교 제자가 되어 【벌레 싸움】 행동으로 획득"
"collection_item_desc_93016","천공관 제자가 되어 구리 전으로 장로에게서 구매"
"collection_item_desc_93017","린랑검부 제자가 되면 입문 후 장로에게서 수령"
"collection_item_desc_93018","오룡교 제자가 되면 입문 후 장로에게서 구매"
"collection_decoration_desc_200001","선인이 남긴 오도석, 조건을 충족하면 특정 시간에 와서 절학: 술에 취해 노래 부르기를 깨달을 수 있다고 함"
"collection_decoration_desc_200002","선인이 남긴 오도석, 조건을 충족하면 특정 시간에 와서 절학: 만수분등을 깨달을 수 있다고 함"
"collection_decoration_desc_200003","선인이 남긴 오도석, 조건을 충족하면 특정 시간에 와서 내공: 현화겁심공을 깨달을 수 있다고 함"
"collection_decoration_desc_200004","선인이 남긴 오도석, 조건을 충족하면 특정 시간에 와서 절학: 렬염도를 깨달을 수 있다고 함"
"collection_decoration_desc_200005","선인이 남긴 오도석, 조건을 충족하면 특정 시간에 와서 내공: 작심결을 깨달을 수 있다고 함"
"collection_decoration_desc_200006","선인이 남긴 오도석, 조건을 충족하면 특정 시간에 와서 내공: 취의공을 깨달을 수 있다고 함"
"collection_decoration_desc_200007","선인이 남긴 오도석, 조건을 충족하면 특정 시간에 와서 내공: 화룡경을 깨달을 수 있다고 함"
"collection_decoration_desc_200008","선인이 남긴 오도석, 조건을 충족하면 특정 시간에 와서 경공 숙련의 비밀을 깨달을 수 있다고 함"
"collection_decoration_desc_200009","선인이 남긴 오도석, 조건을 충족하면 특정 시간에 와서 내공: 피독결을 깨달을 수 있다고 함"
"collection_decoration_desc_200010","선인이 남긴 오도석, 조건을 충족하면 특정 시간에 와서 절학: 천독수를 깨달을 수 있다고 함"
"collection_decoration_desc_200011","선인이 남긴 오도석, 조건을 충족하면 특정 시간에 와서 절학: 천주만독수를 깨달을 수 있다고 함"
"collection_decoration_desc_200012","선인이 남긴 오도석, 조건을 충족하면 특정 시간에 와서 내공: 청심결을 깨달을 수 있다고 함"
"collection_decoration_desc_200013","선인이 남긴 오도석, 조건을 충족하면 특정 시간에 와서 내공: 취선결을 깨달을 수 있다고 함"
"collection_decoration_desc_200014","선인이 남긴 오도석, 조건을 충족하면 특정 시간에 와서 내공: 한빙결을 깨달을 수 있다고 함"
"collection_decoration_desc_200015","선인이 남긴 오도석, 조건을 충족하면 특정 시간에 와서 절학: 한빙장을 깨달을 수 있다고 함"
"collection_decoration_desc_200016","선인이 남긴 오도석, 조건을 충족하면 특정 시간에 와서 절학: 환음곡을 깨달을 수 있다고 함"
"collection_decoration_desc_200017","선인이 남긴 오도석, 조건을 충족하면 특정 시간에 와서 경공 숙련의 비밀을 깨달을 수 있다고 함"
"collection_decoration_desc_200018","선인이 남긴 오도석, 조건을 충족하면 특정 시간에 와서 절학: 회설검법을 깨달을 수 있다고 함"
"collection_decoration_desc_200019","선인이 남긴 오도석, 조건을 충족하면 특정 시간에 와서 절학: 오설검법을 깨달을 수 있다고 함"
"collection_decoration_info_args_200301","벽파담"
"collection_decoration_info_args_200302","황사포"
"collection_decoration_info_args_200303","용암화산"
"collection_decoration_info_args_200304","홍애석굴"
"collection_decoration_info_args_200305","단장렬곡"
"collection_decoration_info_args_200306","지맥온천"
"collection_decoration_info_args_200307","운하장"
"collection_decoration_info_args_200308","추응대"
"collection_decoration_info_args_200309","장운령"
"collection_decoration_info_args_200310","독사령"
"collection_decoration_info_args_200311","금후령"
"collection_decoration_info_args_200312","극악한담"
"collection_decoration_info_args_200313","낙설호"
"collection_decoration_info_args_200314","한매장"
"collection_decoration_info_args_200315","빙잠간"
"collection_decoration_info_args_200316","사배산"
"collection_decoration_info_args_200317","경호석림"
"collection_decoration_info_args_200318","설천산맥"
"collection_decoration_info_args_200319","룡야담"
"collection_equipment_desc_300001","머리를 고정할 때 사용하는 머리띠, 가치는 높지 않음"
"collection_equipment_desc_300002","청죽으로 엮은 것으로 독특한 모양새 덕분에 강호인들에게 인기가 많음"
"collection_equipment_desc_300003","청사를 주재료로 머리를 묶는 데 사용함"
"collection_equipment_desc_300004","화유에 적신 덩굴로 엮은 것으로 방한과 방화 기능이 있음"
"collection_equipment_desc_300005","태악산 근처에서 유행하는 스타일로 방한성이 좋아 널리 퍼짐"
"collection_equipment_desc_300006","형태가 특이하고 온통 혈살의 기운이 서려 있어 보통 사람이 다룰 수 없음"
"collection_equipment_desc_300007","투립 위에 붉은 천을 덮은 것으로 강호인들은 이것을 재앙을 피하는 의미로 여김"
"collection_equipment_desc_300008","딱딱한 죽으로 엮은 것으로 전체적으로 크기가 커서 어느 정도 방어력이 있음"
"collection_equipment_desc_300009","정성껏 엮은 투립으로 이름은 평보청운에서 따옴"
"collection_equipment_desc_300010","통보 표식이 있는 머리띠로 귀족의 기품을 드러냄"
"collection_equipment_desc_300011","별 무늬가 새겨진 관으로써, 일을 분별하는 데 도움이 됨"
"collection_equipment_desc_300012","대내금위의 상징 중 하나로, 비어가 가까이 오면 재앙이 닥칠 것임"
"collection_equipment_desc_300013","잡초를 베어 새 길을 내고, 까마귀 깃털 같은 자객의 옷을 가림"
"collection_equipment_desc_300014","혼원이 양의를 낳고, 사상이 운행함"
"collection_equipment_desc_300015","자기 동래, 요지 서망, 답답한 청조 무전강"
"collection_equipment_desc_300016","승이 나에게 서래의를 묻자, 나는 산거를 기억하지 못한다고 말했다. 자정에 백운이 사라진 후, 한 둥근 달이 창문 앞에 왔다."
"collection_equipment_desc_300017","영화 부귀는 반드시 버려야 하며, 지혜의 검을 들고 삼시를 본받아야 한다."
"collection_equipment_desc_300018","천년 동안 누가 절세라고 칭할 수 있을까, 유유히 강과 바다의 만고가 흐른다."
"collection_equipment_desc_300019","꿈같고 환상적이며, 이슬과 번개 같고, 타고난 나가 아니며, 신마의 한 생각이다."
"collection_equipment_desc_300020","청로립, 녹사의, 사풍세우 불수귀"
"collection_equipment_desc_300021","풀이 마르니 매의 눈이 날카롭고, 눈이 녹으니 말발굽이 가볍다"
"collection_equipment_desc_300022","청사로 짠 옷으로 가볍고 편안하며, 주로 선비들이 입음"
"collection_equipment_desc_300023","질감은 조악하지만 튼튼하여 강호인들이 많이 입음"
"collection_equipment_desc_300024","태악산 지방은 일 년 내내 눈이 내리고 추우므로 이 옷을 입고 추위를 막아야 하기 때문에 이런 이름이 붙음"
"collection_equipment_desc_300025","반신 의류로 철환 끈을 더하여 사나운 인상을 강조함"
"collection_equipment_desc_300026","사의를 개량한 것으로 붉은색 장식을 더함"
"collection_equipment_desc_300027","선문 사람들이 입는 단타"
"collection_equipment_desc_300028","청사로 짠 옷으로 가볍고 편안하며, 주로 선비들이 입음"
"collection_equipment_desc_300029","온통 화유포로 짠 옷으로 방어력이 뛰어나며, 어깨 보호대를 더하면 위풍당당함"
"collection_equipment_desc_300030","중원의 일반적인 형태로 어깨에 모피를 더하여 고급스러움을 더함"
"collection_equipment_desc_300031","적묵성설, 천리망망"
"collection_equipment_desc_300032","대내금위의 상징 중 하나로, 비어가 가까이 오면 재앙이 닥칠 것임"
"collection_equipment_desc_300033","잡초를 베어 새 길을 내고, 까마귀 깃털 같은 자객의 옷을 가림"
"collection_equipment_desc_300034","등골이 오싹하고, 가시방석에 앉은 듯함"
"collection_equipment_desc_300035","마치 신이 있는 것 같고, 신체를 단련함"
"collection_equipment_desc_300036","몸이 마치 깃털 같고, 가볍고 섬세함"
"collection_equipment_desc_300037","가는 실이 눈보다 더 낫다"
"collection_equipment_desc_300038","천추는 다하고, 만고는 끊이지 않는다"
